label,ch0_norm,ch1_norm,ch2_norm,ch3_norm,ch4_norm,qw,qx,qy,qz
K,0.0000,0.0000,0.0000,0.8555,1.0000,0.0405,-0.6708,-0.0663,-0.7375
K,0.0000,0.0000,0.0000,0.8585,1.0000,0.0397,-0.6702,-0.0671,-0.7381
K,0.0000,0.0000,0.0000,0.8573,1.0000,0.0396,-0.6704,-0.0703,-0.7376
K,0.0000,0.0000,0.0000,0.8532,1.0000,0.0399,-0.6699,-0.0709,-0.7380
K,0.0000,0.0000,0.0000,0.8526,1.0000,0.0408,-0.6688,-0.0709,-0.7389
K,0.0000,0.0000,0.0000,0.8526,1.0000,0.0402,-0.6696,-0.0703,-0.7383
K,0.0000,0.0000,0.0000,0.8532,1.0000,0.0394,-0.6697,-0.0696,-0.7383
K,0.0000,0.0000,0.0000,0.8467,1.0000,0.0399,-0.6693,-0.0692,-0.7388
K,0.0000,0.0000,0.0000,0.8437,1.0000,0.0397,-0.6694,-0.0687,-0.7386
K,0.0000,0.0000,0.0000,0.8425,1.0000,0.0397,-0.6694,-0.0687,-0.7386
K,0.0000,0.0000,0.0000,0.8419,1.0000,0.0397,-0.6694,-0.0687,-0.7386
K,0.0000,0.0000,0.0000,0.8413,1.0000,0.0399,-0.6693,-0.0684,-0.7388
K,0.0000,0.0000,0.0000,0.8419,1.0000,0.0396,-0.6702,-0.0682,-0.7380
K,0.0000,0.0000,0.0000,0.8413,1.0000,0.0399,-0.6694,-0.0684,-0.7387
K,0.0000,0.0000,0.0000,0.8384,1.0000,0.0400,-0.6699,-0.0688,-0.7382
K,0.0000,0.0000,0.0000,0.8372,1.0000,0.0396,-0.6708,-0.0686,-0.7374
K,0.0000,0.0000,0.0000,0.8366,1.0000,0.0399,-0.6697,-0.0681,-0.7385
K,0.0000,0.0000,0.0000,0.8348,1.0000,0.0400,-0.6700,-0.0681,-0.7382
K,0.0000,0.0000,0.0000,0.8348,1.0000,0.0399,-0.6701,-0.0680,-0.7381
K,0.0000,0.0000,0.0000,0.8330,1.0000,0.0402,-0.6689,-0.0680,-0.7391
K,0.0000,0.0000,0.0000,0.8319,1.0000,0.0399,-0.6702,-0.0680,-0.7380
K,0.0000,0.0000,0.0000,0.8319,1.0000,0.0397,-0.6700,-0.0679,-0.7382
K,0.0000,0.0000,0.0000,0.8342,1.0000,0.0400,-0.6691,-0.0676,-0.7390
K,0.0000,0.0000,0.0000,0.8319,1.0000,0.0397,-0.6695,-0.0674,-0.7386
K,0.0000,0.0000,0.0000,0.8354,1.0000,0.0394,-0.6690,-0.0675,-0.7391
K,0.0000,0.0000,0.0000,0.8390,1.0000,0.0396,-0.6685,-0.0678,-0.7396
K,0.0000,0.0000,0.0000,0.8360,1.0000,0.0392,-0.6685,-0.0677,-0.7396
K,0.0000,0.0000,0.0000,0.8354,1.0000,0.0391,-0.6693,-0.0677,-0.7388
K,0.0000,0.0000,0.0000,0.8313,1.0000,0.0393,-0.6685,-0.0676,-0.7396
K,0.0000,0.0000,0.0000,0.8313,1.0000,0.0395,-0.6686,-0.0679,-0.7394
K,0.0000,0.0000,0.0000,0.8324,1.0000,0.0392,-0.6686,-0.0681,-0.7394
K,0.0000,0.0000,0.0000,0.8313,1.0000,0.0392,-0.6677,-0.0677,-0.7402
K,0.0000,0.0000,0.0000,0.8342,1.0000,0.0391,-0.6685,-0.0674,-0.7396
K,0.0000,0.0000,0.0000,0.8348,1.0000,0.0391,-0.6682,-0.0676,-0.7399
K,0.0000,0.0000,0.0000,0.8330,1.0000,0.0398,-0.6674,-0.0684,-0.7405
K,0.0000,0.0000,0.0000,0.8330,1.0000,0.0400,-0.6671,-0.0687,-0.7407
K,0.0000,0.0000,0.0000,0.8330,1.0000,0.0399,-0.6672,-0.0687,-0.7407
K,0.0000,0.0000,0.0000,0.8330,1.0000,0.0399,-0.6672,-0.0679,-0.7407
K,0.0000,0.0000,0.0000,0.8319,1.0000,0.0397,-0.6676,-0.0677,-0.7404
K,0.0000,0.0000,0.0000,0.8342,1.0000,0.0396,-0.6666,-0.0685,-0.7412
K,0.0000,0.0000,0.0000,0.8407,1.0000,0.0391,-0.6667,-0.0688,-0.7411
K,0.0000,0.0000,0.0000,0.8390,1.0000,0.0372,-0.6692,-0.0676,-0.7391
K,0.0000,0.0000,0.0000,0.8366,1.0000,0.0365,-0.6702,-0.0668,-0.7383
K,0.0000,0.0000,0.0000,0.8330,1.0000,0.0368,-0.6694,-0.0671,-0.7390
K,0.0000,0.0000,0.0000,0.8324,1.0000,0.0369,-0.6691,-0.0687,-0.7390
K,0.0000,0.0000,0.0000,0.8313,1.0000,0.0368,-0.6688,-0.0690,-0.7393
K,0.0000,0.0000,0.0000,0.8301,1.0000,0.0367,-0.6694,-0.0681,-0.7389
K,0.0000,0.0000,0.0000,0.8289,1.0000,0.0370,-0.6697,-0.0670,-0.7387
K,0.0000,0.0000,0.0000,0.8313,1.0000,0.0374,-0.6685,-0.0670,-0.7398
K,0.0000,0.0000,0.0000,0.8277,1.0000,0.0374,-0.6685,-0.0670,-0.7398
K,0.0000,0.0000,0.0000,0.8277,1.0000,0.0374,-0.6686,-0.0673,-0.7396
K,0.0000,0.0000,0.0000,0.8277,1.0000,0.0380,-0.6686,-0.0668,-0.7397
K,0.0000,0.0000,0.0000,0.8265,1.0000,0.0374,-0.6714,-0.0665,-0.7371
K,0.0000,0.0000,0.0000,0.8147,1.0000,0.0367,-0.6740,-0.0613,-0.7353
K,0.0000,0.0000,0.0000,0.8153,1.0000,0.0363,-0.6749,-0.0610,-0.7344
K,0.0000,0.0000,0.0000,0.8141,1.0000,0.0361,-0.6753,-0.0609,-0.7341
K,0.0000,0.0000,0.0000,0.8129,1.0000,0.0365,-0.6745,-0.0605,-0.7349
K,0.0000,0.0000,0.0000,0.8129,1.0000,0.0368,-0.6737,-0.0603,-0.7357
K,0.0000,0.0000,0.0000,0.8129,1.0000,0.0366,-0.6743,-0.0605,-0.7351
K,0.0000,0.0000,0.0000,0.8159,1.0000,0.0363,-0.6740,-0.0602,-0.7354
K,0.0000,0.0000,0.0000,0.8123,1.0000,0.0363,-0.6740,-0.0602,-0.7354
K,0.0000,0.0000,0.0000,0.8123,1.0000,0.0357,-0.6746,-0.0598,-0.7349
K,0.0000,0.0000,0.0000,0.8117,1.0000,0.0355,-0.6741,-0.0600,-0.7354
K,0.0000,0.0000,0.0000,0.8117,1.0000,0.0357,-0.6736,-0.0599,-0.7357
K,0.0000,0.0000,0.0000,0.8182,1.0000,0.0363,-0.6732,-0.0599,-0.7362
K,0.0000,0.0000,0.0000,0.8236,1.0000,0.0381,-0.6708,-0.0604,-0.7382
K,0.0000,0.0000,0.0000,0.8194,1.0000,0.0386,-0.6705,-0.0601,-0.7384
K,0.0000,0.0000,0.0000,0.8236,1.0000,0.0387,-0.6724,-0.0603,-0.7367
K,0.0000,0.0000,0.0000,0.8194,1.0000,0.0392,-0.6710,-0.0610,-0.7379
K,0.0000,0.0000,0.0000,0.8194,1.0000,0.0392,-0.6703,-0.0630,-0.7384
K,0.0000,0.0000,0.0000,0.8165,1.0000,0.0385,-0.6707,-0.0646,-0.7379
K,0.0000,0.0000,0.0000,0.8171,1.0000,0.0386,-0.6695,-0.0649,-0.7390
K,0.0000,0.0000,0.0000,0.8188,1.0000,0.0390,-0.6698,-0.0638,-0.7388
K,0.0000,0.0000,0.0000,0.8194,1.0000,0.0395,-0.6697,-0.0628,-0.7389
K,0.0000,0.0000,0.0000,0.8188,1.0000,0.0408,-0.6682,-0.0606,-0.7404
K,0.0000,0.0000,0.0000,0.8200,1.0000,0.0417,-0.6689,-0.0583,-0.7399
K,0.0000,0.0000,0.0000,0.8194,1.0000,0.0406,-0.6696,-0.0562,-0.7395
K,0.0000,0.0000,0.0000,0.8182,1.0000,0.0396,-0.6684,-0.0553,-0.7407
K,0.0000,0.0000,0.0000,0.8200,1.0000,0.0386,-0.6685,-0.0558,-0.7406
K,0.0000,0.0000,0.0000,0.8247,1.0000,0.0368,-0.6651,-0.0573,-0.7437
K,0.0000,0.0000,0.0000,0.8247,1.0000,0.0358,-0.6599,-0.0597,-0.7481
K,0.0000,0.0000,0.0000,0.8218,1.0000,0.0352,-0.6605,-0.0602,-0.7476
K,0.0000,0.0000,0.0000,0.8206,1.0000,0.0364,-0.6616,-0.0592,-0.7466
K,0.0000,0.0000,0.0000,0.8188,1.0000,0.0381,-0.6614,-0.0580,-0.7468
K,0.0000,0.0000,0.0000,0.8171,1.0000,0.0386,-0.6619,-0.0576,-0.7463
K,0.0000,0.0000,0.0000,0.8188,1.0000,0.0386,-0.6619,-0.0582,-0.7464
K,0.0000,0.0000,0.0000,0.8194,1.0000,0.0390,-0.6616,-0.0580,-0.7466
K,0.0000,0.0000,0.0000,0.8159,1.0000,0.0390,-0.6626,-0.0580,-0.7457
K,0.0000,0.0000,0.0000,0.8165,1.0000,0.0386,-0.6632,-0.0583,-0.7451
K,0.0000,0.0000,0.0000,0.8182,1.0000,0.0385,-0.6633,-0.0583,-0.7451
K,0.0000,0.0000,0.0000,0.8224,1.0000,0.0377,-0.6680,-0.0588,-0.7408
K,0.0000,0.0000,0.0000,0.8218,1.0000,0.0364,-0.6705,-0.0582,-0.7387
K,0.0000,0.0000,0.0000,0.8253,1.0000,0.0366,-0.6682,-0.0582,-0.7408
K,0.0000,0.0000,0.0000,0.8236,1.0000,0.0368,-0.6682,-0.0594,-0.7407
K,0.0000,0.0000,0.0000,0.8182,1.0000,0.0363,-0.6683,-0.0591,-0.7406
K,0.0000,0.0000,0.0000,0.8176,1.0000,0.0361,-0.6683,-0.0569,-0.7408
K,0.0000,0.0000,0.0000,0.8165,1.0000,0.0354,-0.6701,-0.0554,-0.7393
K,0.0000,0.0000,0.0000,0.8176,1.0000,0.0352,-0.6702,-0.0552,-0.7393
K,0.0000,0.0000,0.0000,0.8135,1.0000,0.0355,-0.6682,-0.0558,-0.7410
K,0.0000,0.0000,0.0000,0.8135,1.0000,0.0357,-0.6677,-0.0574,-0.7414
K,0.0000,0.0000,0.0000,0.8141,1.0000,0.0351,-0.6672,-0.0580,-0.7418
K,0.0000,0.0000,0.0000,0.8147,1.0000,0.0342,-0.6678,-0.0569,-0.7414
K,0.0000,0.0000,0.0000,0.8165,1.0000,0.0328,-0.6701,-0.0558,-0.7394
K,0.0000,0.0000,0.0000,0.8135,1.0000,0.0325,-0.6702,-0.0552,-0.7394
K,0.0000,0.0000,0.0000,0.8153,1.0000,0.0330,-0.6699,-0.0548,-0.7396
K,0.0000,0.0000,0.0000,0.8135,1.0000,0.0330,-0.6702,-0.0546,-0.7394
K,0.0000,0.0000,0.0000,0.8135,1.0000,0.0331,-0.6696,-0.0548,-0.7399
K,0.0000,0.0000,0.0000,0.8123,1.0000,0.0333,-0.6692,-0.0549,-0.7403
K,0.0000,0.0000,0.0000,0.8147,1.0000,0.0331,-0.6695,-0.0545,-0.7401
K,0.0000,0.0000,0.0000,0.8135,1.0000,0.0331,-0.6694,-0.0533,-0.7402
K,0.0000,0.0000,0.0000,0.8141,1.0000,0.0334,-0.6699,-0.0528,-0.7398
K,0.0000,0.0000,0.0000,0.8117,1.0000,0.0338,-0.6697,-0.0533,-0.7400
K,0.0000,0.0000,0.0000,0.8117,1.0000,0.0342,-0.6692,-0.0532,-0.7404
K,0.0000,0.0000,0.0000,0.8099,1.0000,0.0342,-0.6697,-0.0526,-0.7399
K,0.0000,0.0000,0.0000,0.8129,1.0000,0.0343,-0.6698,-0.0513,-0.7400
K,0.0000,0.0000,0.0000,0.8111,1.0000,0.0347,-0.6697,-0.0504,-0.7401
K,0.0000,0.0000,0.0000,0.8099,1.0000,0.0351,-0.6699,-0.0505,-0.7399
K,0.0000,0.0000,0.0000,0.8094,1.0000,0.0355,-0.6696,-0.0507,-0.7401
K,0.0000,0.0000,0.0000,0.8094,1.0000,0.0357,-0.6694,-0.0510,-0.7402
K,0.0000,0.0000,0.0000,0.8088,1.0000,0.0355,-0.6697,-0.0511,-0.7400
K,0.0000,0.0000,0.0000,0.8088,1.0000,0.0357,-0.6694,-0.0506,-0.7404
K,0.0000,0.0000,0.0000,0.8099,1.0000,0.0358,-0.6696,-0.0504,-0.7401
K,0.0000,0.0000,0.0000,0.8105,1.0000,0.0358,-0.6690,-0.0510,-0.7407
K,0.0000,0.0000,0.0000,0.8099,1.0000,0.0358,-0.6683,-0.0512,-0.7412
K,0.0000,0.0000,0.0000,0.8105,1.0000,0.0352,-0.6691,-0.0506,-0.7406
K,0.0000,0.0000,0.0000,0.8129,1.0000,0.0350,-0.6685,-0.0503,-0.7412
K,0.0000,0.0000,0.0000,0.8182,1.0000,0.0341,-0.6685,-0.0505,-0.7413
K,0.0000,0.0000,0.0000,0.8188,1.0000,0.0324,-0.6695,-0.0510,-0.7404
K,0.0000,0.0000,0.0000,0.8171,1.0000,0.0322,-0.6682,-0.0519,-0.7415
K,0.0000,0.0000,0.0000,0.8147,1.0000,0.0321,-0.6686,-0.0511,-0.7411
K,0.0000,0.0000,0.0000,0.8176,1.0000,0.0311,-0.6713,-0.0491,-0.7390
K,0.0000,0.0000,0.0000,0.8159,1.0000,0.0314,-0.6705,-0.0480,-0.7397
K,0.0000,0.0000,0.0000,0.8147,1.0000,0.0317,-0.6708,-0.0484,-0.7394
K,0.0000,0.0000,0.0000,0.8129,1.0000,0.0317,-0.6711,-0.0494,-0.7391
K,0.0000,0.0000,0.0000,0.8129,1.0000,0.0318,-0.6698,-0.0506,-0.7401
K,0.0000,0.0000,0.0000,0.8117,1.0000,0.0316,-0.6698,-0.0519,-0.7401
K,0.0000,0.0000,0.0000,0.8105,1.0000,0.0319,-0.6690,-0.0526,-0.7407
K,0.0000,0.0000,0.0000,0.8099,1.0000,0.0320,-0.6700,-0.0524,-0.7398
K,0.0000,0.0000,0.0000,0.8088,1.0000,0.0322,-0.6700,-0.0521,-0.7398
K,0.0000,0.0000,0.0000,0.8099,1.0000,0.0328,-0.6693,-0.0519,-0.7405
K,0.0000,0.0000,0.0000,0.8094,1.0000,0.0331,-0.6702,-0.0514,-0.7397
K,0.0000,0.0000,0.0000,0.8105,1.0000,0.0331,-0.6708,-0.0505,-0.7391
K,0.0000,0.0000,0.0000,0.8099,1.0000,0.0334,-0.6727,-0.0502,-0.7375
K,0.0000,0.0000,0.0000,0.8117,1.0000,0.0335,-0.6793,-0.0502,-0.7314
K,0.0000,0.0000,0.0000,0.8082,1.0000,0.0333,-0.6782,-0.0498,-0.7324
K,0.0000,0.0000,0.0000,0.8147,1.0000,0.0347,-0.6752,-0.0523,-0.7349
K,0.0000,0.0000,0.0000,0.8123,1.0000,0.0347,-0.6771,-0.0548,-0.7331
K,0.0000,0.0000,0.0000,0.8111,1.0000,0.0352,-0.6753,-0.0554,-0.7346
K,0.0000,0.0000,0.0000,0.8088,1.0000,0.0362,-0.6737,-0.0552,-0.7360
K,0.0000,0.0000,0.0000,0.8058,1.0000,0.0359,-0.6738,-0.0557,-0.7360
K,0.0000,0.0000,0.0000,0.8046,1.0000,0.0362,-0.6716,-0.0569,-0.7379
K,0.0000,0.0000,0.0000,0.8040,1.0000,0.0366,-0.6712,-0.0582,-0.7381
K,0.0000,0.0000,0.0000,0.8046,1.0000,0.0362,-0.6710,-0.0586,-0.7383
K,0.0000,0.0000,0.0000,0.8034,1.0000,0.0361,-0.6702,-0.0583,-0.7390
K,0.0000,0.0000,0.0000,0.8040,1.0000,0.0359,-0.6707,-0.0577,-0.7386
K,0.0000,0.0000,0.0000,0.8040,1.0000,0.0355,-0.6704,-0.0571,-0.7390
K,0.0000,0.0000,0.0000,0.8028,1.0000,0.0358,-0.6696,-0.0565,-0.7397
K,0.0000,0.0000,0.0000,0.8034,1.0000,0.0359,-0.6703,-0.0564,-0.7391
K,0.0000,0.0000,0.0000,0.8040,1.0000,0.0361,-0.6693,-0.0566,-0.7399
K,0.0000,0.0000,0.0000,0.8017,1.0000,0.0361,-0.6694,-0.0572,-0.7399
K,0.0000,0.0000,0.0000,0.8028,1.0000,0.0360,-0.6693,-0.0576,-0.7399
K,0.0000,0.0000,0.0000,0.8040,1.0000,0.0362,-0.6679,-0.0576,-0.7411
K,0.0000,0.0000,0.0000,0.8034,1.0000,0.0361,-0.6675,-0.0582,-0.7414
K,0.0000,0.0000,0.0000,0.8011,1.0000,0.0359,-0.6672,-0.0585,-0.7416
K,0.0000,0.0000,0.0000,0.8017,1.0000,0.0359,-0.6671,-0.0575,-0.7419
K,0.0000,0.0000,0.0000,0.8017,1.0000,0.0354,-0.6685,-0.0566,-0.7407
K,0.0000,0.0000,0.0000,0.8022,1.0000,0.0353,-0.6682,-0.0562,-0.7410
K,0.0000,0.0000,0.0000,0.8022,1.0000,0.0355,-0.6683,-0.0565,-0.7408
K,0.0000,0.0000,0.0000,0.8052,1.0000,0.0350,-0.6691,-0.0569,-0.7402
K,0.0000,0.0000,0.0000,0.8070,1.0000,0.0345,-0.6682,-0.0571,-0.7410
K,0.0000,0.0000,0.0000,0.8070,1.0000,0.0336,-0.6688,-0.0568,-0.7405
K,0.0000,0.0000,0.0000,0.8076,1.0000,0.0322,-0.6695,-0.0566,-0.7399
K,0.0000,0.0000,0.0000,0.8076,1.0000,0.0313,-0.6692,-0.0569,-0.7402
K,0.0000,0.0000,0.0000,0.8046,1.0000,0.0309,-0.6691,-0.0573,-0.7403
K,0.0000,0.0000,0.0000,0.8082,1.0000,0.0307,-0.6690,-0.0573,-0.7404
K,0.0000,0.0000,0.0000,0.8052,1.0000,0.0311,-0.6685,-0.0568,-0.7410
K,0.0000,0.0000,0.0000,0.8064,1.0000,0.0310,-0.6689,-0.0565,-0.7406
K,0.0000,0.0000,0.0000,0.8058,1.0000,0.0308,-0.6685,-0.0567,-0.7409
K,0.0000,0.0000,0.0000,0.8034,1.0000,0.0306,-0.6688,-0.0568,-0.7407
K,0.0000,0.0000,0.0000,0.8040,1.0000,0.0303,-0.6695,-0.0569,-0.7400
K,0.0000,0.0000,0.0000,0.8052,1.0000,0.0306,-0.6686,-0.0575,-0.7407
K,0.0000,0.0000,0.0000,0.8129,1.0000,0.0312,-0.6689,-0.0582,-0.7404
K,0.0000,0.0000,0.0000,0.8105,1.0000,0.0324,-0.6678,-0.0591,-0.7413
K,0.0000,0.0000,0.0000,0.8147,1.0000,0.0330,-0.6678,-0.0601,-0.7411
K,0.0000,0.0000,0.0000,0.8171,1.0000,0.0323,-0.6680,-0.0604,-0.7410
K,0.0000,0.0000,0.0000,0.8176,1.0000,0.0318,-0.6699,-0.0600,-0.7393
K,0.0000,0.0000,0.0000,0.8129,1.0000,0.0318,-0.6708,-0.0583,-0.7386
K,0.0000,0.0000,0.0000,0.8147,1.0000,0.0323,-0.6703,-0.0572,-0.7392
K,0.0000,0.0000,0.0000,0.8105,1.0000,0.0321,-0.6709,-0.0556,-0.7388
K,0.0000,0.0000,0.0000,0.8076,1.0000,0.0314,-0.6717,-0.0535,-0.7382
K,0.0000,0.0000,0.0000,0.8099,1.0000,0.0311,-0.6718,-0.0523,-0.7383
K,0.0000,0.0000,0.0000,0.8094,1.0000,0.0306,-0.6719,-0.0525,-0.7381
K,0.0000,0.0000,0.0000,0.8111,1.0000,0.0300,-0.6713,-0.0530,-0.7386
K,0.0000,0.0000,0.0000,0.8165,1.0000,0.0298,-0.6708,-0.0535,-0.7391
K,0.0000,0.0000,0.0000,0.8129,1.0000,0.0299,-0.6713,-0.0534,-0.7387
K,0.0000,0.0000,0.0000,0.8159,1.0000,0.0303,-0.6713,-0.0526,-0.7387
K,0.0000,0.0000,0.0000,0.8117,1.0000,0.0311,-0.6709,-0.0516,-0.7391
K,0.0000,0.0000,0.0000,0.8141,1.0000,0.0312,-0.6716,-0.0518,-0.7385
K,0.0000,0.0000,0.0000,0.8123,1.0000,0.0310,-0.6715,-0.0521,-0.7385
K,0.0000,0.0000,0.0000,0.8117,1.0000,0.0311,-0.6712,-0.0519,-0.7388
K,0.0000,0.0000,0.0000,0.8117,1.0000,0.0308,-0.6717,-0.0515,-0.7384
K,0.0000,0.0000,0.0000,0.8117,1.0000,0.0307,-0.6718,-0.0515,-0.7383
K,0.0000,0.0000,0.0000,0.8099,1.0000,0.0309,-0.6709,-0.0513,-0.7391
K,0.0000,0.0000,0.0000,0.8017,1.0000,0.0284,-0.6675,-0.0540,-0.7421
K,0.0000,0.0000,0.0000,0.8017,1.0000,0.0286,-0.6684,-0.0536,-0.7413
K,0.0000,0.0000,0.0000,0.8028,1.0000,0.0286,-0.6690,-0.0531,-0.7408
K,0.0000,0.0000,0.0000,0.8022,1.0000,0.0291,-0.6693,-0.0528,-0.7405
K,0.0000,0.0000,0.0000,0.8017,1.0000,0.0291,-0.6714,-0.0531,-0.7386
K,0.0000,0.0000,0.0000,0.8005,1.0000,0.0291,-0.6713,-0.0532,-0.7388
K,0.0000,0.0000,0.0000,0.8011,1.0000,0.0295,-0.6705,-0.0535,-0.7394
K,0.0000,0.0000,0.0000,0.7987,1.0000,0.0294,-0.6712,-0.0536,-0.7388
K,0.0000,0.0000,0.0000,0.7981,1.0000,0.0294,-0.6705,-0.0534,-0.7394
K,0.0000,0.0000,0.0000,0.7975,1.0000,0.0294,-0.6709,-0.0527,-0.7391
K,0.0000,0.0000,0.0000,0.7969,1.0000,0.0291,-0.6711,-0.0527,-0.7388
K,0.0000,0.0000,0.0000,0.7969,1.0000,0.0290,-0.6704,-0.0532,-0.7395
K,0.0000,0.0000,0.0000,0.7957,1.0000,0.0289,-0.6708,-0.0530,-0.7392
K,0.0000,0.0000,0.0000,0.7957,1.0000,0.0290,-0.6705,-0.0526,-0.7394
K,0.0000,0.0000,0.0000,0.7951,1.0000,0.0292,-0.6702,-0.0525,-0.7397
K,0.0000,0.0000,0.0000,0.7981,1.0000,0.0292,-0.6707,-0.0525,-0.7393
K,0.0000,0.0000,0.0000,0.7963,1.0000,0.0294,-0.6703,-0.0527,-0.7396
K,0.0000,0.0000,0.0000,0.7957,1.0000,0.0297,-0.6702,-0.0532,-0.7397
K,0.0000,0.0000,0.0000,0.7946,1.0000,0.0298,-0.6700,-0.0543,-0.7397
K,0.0000,0.0000,0.0000,0.7951,1.0000,0.0302,-0.6689,-0.0552,-0.7407
K,0.0000,0.0000,0.0000,0.7940,1.0000,0.0301,-0.6699,-0.0553,-0.7398
K,0.0000,0.0000,0.0000,0.7928,1.0000,0.0299,-0.6695,-0.0552,-0.7401
K,0.0000,0.0000,0.0000,0.7934,1.0000,0.0298,-0.6691,-0.0554,-0.7405
K,0.0000,0.0000,0.0000,0.7928,1.0000,0.0290,-0.6697,-0.0551,-0.7400
K,0.0000,0.0000,0.0000,0.7922,1.0000,0.0287,-0.6692,-0.0551,-0.7405
K,0.0000,0.0000,0.0000,0.7928,1.0000,0.0286,-0.6689,-0.0551,-0.7407
K,0.0000,0.0000,0.0000,0.7946,1.0000,0.0284,-0.6692,-0.0550,-0.7405
K,0.0000,0.0000,0.0000,0.7934,1.0000,0.0283,-0.6691,-0.0546,-0.7406
K,0.0000,0.0000,0.0000,0.7957,1.0000,0.0284,-0.6691,-0.0541,-0.7407
K,0.0000,0.0000,0.0000,0.7940,1.0000,0.0285,-0.6689,-0.0538,-0.7408
K,0.0000,0.0000,0.0000,0.7951,1.0000,0.0285,-0.6691,-0.0538,-0.7407
K,0.0000,0.0000,0.0000,0.7951,1.0000,0.0284,-0.6692,-0.0536,-0.7406
K,0.0000,0.0000,0.0000,0.7946,1.0000,0.0284,-0.6692,-0.0537,-0.7406
K,0.0000,0.0000,0.0000,0.7957,1.0000,0.0281,-0.6701,-0.0535,-0.7398
K,0.0000,0.0000,0.0000,0.7963,1.0000,0.0280,-0.6702,-0.0532,-0.7398
K,0.0000,0.0000,0.0000,0.7969,1.0000,0.0284,-0.6696,-0.0528,-0.7404
K,0.0000,0.0000,0.0000,0.7969,1.0000,0.0288,-0.6697,-0.0524,-0.7402
K,0.0000,0.0000,0.0000,0.7963,1.0000,0.0294,-0.6692,-0.0519,-0.7407
K,0.0000,0.0000,0.0000,0.7963,1.0000,0.0295,-0.6695,-0.0519,-0.7404
K,0.0000,0.0000,0.0000,0.7951,1.0000,0.0292,-0.6707,-0.0521,-0.7394
K,0.0000,0.0000,0.0000,0.7940,1.0000,0.0288,-0.6711,-0.0515,-0.7390
K,0.0000,0.0000,0.0000,0.7940,1.0000,0.0287,-0.6711,-0.0513,-0.7391
K,0.0000,0.0000,0.0000,0.7934,1.0000,0.0287,-0.6710,-0.0513,-0.7391
K,0.0000,0.0000,0.0000,0.7934,1.0000,0.0287,-0.6710,-0.0511,-0.7391
K,0.0000,0.0000,0.0000,0.7928,1.0000,0.0286,-0.6713,-0.0505,-0.7390
K,0.0000,0.0000,0.0000,0.7922,1.0000,0.0285,-0.6709,-0.0500,-0.7393
K,0.0000,0.0000,0.0000,0.7922,1.0000,0.0284,-0.6708,-0.0502,-0.7393
K,0.0000,0.0000,0.0000,0.7910,1.0000,0.0281,-0.6709,-0.0504,-0.7393
K,0.0000,0.0000,0.0000,0.7898,1.0000,0.0280,-0.6710,-0.0501,-0.7392
K,0.0000,0.0000,0.0000,0.7904,1.0000,0.0280,-0.6713,-0.0498,-0.7390
K,0.0000,0.0000,0.0000,0.7910,1.0000,0.0280,-0.6711,-0.0498,-0.7392
K,0.0000,0.0000,0.0000,0.7898,1.0000,0.0280,-0.6707,-0.0498,-0.7395
K,0.0000,0.0000,0.0000,0.7898,1.0000,0.0276,-0.6712,-0.0496,-0.7391
K,0.0000,0.0000,0.0000,0.7898,1.0000,0.0275,-0.6711,-0.0493,-0.7392
K,0.0000,0.0000,0.0000,0.7946,1.0000,0.0275,-0.6715,-0.0492,-0.7388
K,0.0000,0.0000,0.0000,0.7928,1.0000,0.0267,-0.6732,-0.0489,-0.7374
K,0.0000,0.0000,0.0000,0.7987,1.0000,0.0270,-0.6725,-0.0489,-0.7380
K,0.0000,0.0000,0.0000,0.7987,1.0000,0.0270,-0.6748,-0.0483,-0.7359
K,0.0000,0.0000,0.0000,0.7957,1.0000,0.0270,-0.6748,-0.0483,-0.7359
K,0.0000,0.0000,0.0000,0.7934,1.0000,0.0267,-0.6743,-0.0483,-0.7364
K,0.0000,0.0000,0.0000,0.7928,1.0000,0.0265,-0.6750,-0.0486,-0.7357
K,0.0000,0.0000,0.0000,0.7910,1.0000,0.0264,-0.6744,-0.0491,-0.7363
K,0.0000,0.0000,0.0000,0.7910,1.0000,0.0269,-0.6738,-0.0491,-0.7368
K,0.0000,0.0000,0.0000,0.7916,1.0000,0.0270,-0.6743,-0.0488,-0.7364
K,0.0000,0.0000,0.0000,0.7916,1.0000,0.0270,-0.6735,-0.0486,-0.7371
K,0.0000,0.0000,0.0000,0.7916,1.0000,0.0269,-0.6733,-0.0485,-0.7373
K,0.0000,0.0000,0.0000,0.7916,1.0000,0.0269,-0.6736,-0.0488,-0.7369
K,0.0000,0.0000,0.0000,0.7922,1.0000,0.0272,-0.6729,-0.0489,-0.7376
K,0.0000,0.0000,0.0000,0.7898,1.0000,0.0272,-0.6733,-0.0490,-0.7372
K,0.0000,0.0000,0.0000,0.7892,1.0000,0.0272,-0.6731,-0.0490,-0.7374
K,0.0000,0.0000,0.0000,0.7904,1.0000,0.0272,-0.6725,-0.0490,-0.7379
K,0.0000,0.0000,0.0000,0.7898,1.0000,0.0270,-0.6732,-0.0491,-0.7373
K,0.0000,0.0000,0.0000,0.7916,1.0000,0.0269,-0.6724,-0.0493,-0.7380
K,0.0000,0.0000,0.0000,0.7892,1.0000,0.0272,-0.6721,-0.0496,-0.7383
K,0.0000,0.0000,0.0000,0.7904,1.0000,0.0273,-0.6724,-0.0498,-0.7380
K,0.0000,0.0000,0.0000,0.7934,1.0000,0.0274,-0.6719,-0.0499,-0.7385
